class_id,predictions_0.5,predictions_0.55,predictions_0.6,predictions_0.65,predictions_0.7,predictions_0.75,predictions_0.8,predictions_0.85,predictions_0.9,predictions_0.95
7603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7608,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7616,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7628,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL
7629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7632,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7648,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL
7649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7651,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL
7652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7655,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7656,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL
7657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7670,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL
7671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7682,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7686,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL
7715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7752,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL
7754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7758,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7787,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7789,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7793,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7811,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7812,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7863,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7865,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL
7867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7868,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL
7871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL
7876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7878,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7879,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7884,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL
7890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL
7927,-1.0,-1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
